Price,Distance_km,Room_Capacity,Wifi,Mess,Security_Rating,AC,Attached_Washroom,Vending_Machine,Study_Room,Gym,Lift,Hostel_Type
9047,0.54,2,1,1,6,1,1,0,1,1,0,Premium
3388,2.27,3,1,1,6,0,1,0,1,1,1,Budget
7035,1.94,2,1,0,7,0,0,0,1,0,1,Standard
10851,3.58,4,1,1,6,1,1,1,1,1,0,Premium
3619,2.77,2,1,1,6,0,0,1,0,1,1,Budget
7940,4.83,4,0,1,7,1,0,0,1,1,1,Standard
11740,4.56,3,1,1,6,1,1,1,1,1,1,Premium
3213,3.57,3,0,1,6,0,1,1,0,1,1,Budget
6038,0.78,4,1,0,7,1,1,0,1,1,0,Standard
10638,0.57,4,1,1,6,1,1,0,1,1,1,Premium
3630,3.76,1,1,1,4,0,1,1,0,0,1,Budget
5964,0.53,2,1,0,8,1,0,1,0,0,1,Standard
8780,3.98,2,1,1,8,1,1,0,1,1,1,Premium
3853,3.86,4,0,1,6,0,1,1,0,1,0,Budget
6930,1.09,2,1,1,6,0,1,1,1,0,0,Standard
10834,1.2,3,1,1,8,1,1,0,1,1,1,Premium
4512,2.79,3,1,1,4,0,0,1,0,0,0,Budget
6367,4.63,3,1,1,5,1,1,0,1,0,0,Standard
11891,0.53,2,1,1,7,1,1,1,1,1,0,Premium
4684,4.35,2,0,1,6,0,0,1,1,1,0,Budget
6677,4.27,4,0,0,5,0,1,0,0,1,0,Standard
8906,4.53,2,1,1,8,1,1,0,1,1,1,Premium
4070,3.25,4,0,1,5,0,0,0,0,0,0,Budget
6553,0.99,3,1,0,7,0,0,1,1,1,1,Standard
11777,2.86,3,1,1,7,1,1,0,1,1,1,Premium
4335,4.83,4,1,1,4,0,1,0,0,0,1,Budget
5912,4.68,4,1,1,8,0,1,1,0,1,0,Standard
10367,0.87,4,1,1,9,1,1,0,1,1,0,Premium
4808,0.55,2,1,1,4,0,1,1,0,1,0,Budget
6430,2.17,3,1,1,7,0,1,0,0,1,0,Standard
8535,1.15,2,1,1,6,1,1,1,1,1,1,Premium
4732,0.71,4,1,1,6,0,0,1,0,1,0,Budget
5078,3.85,2,1,0,6,1,0,0,0,1,0,Standard
10530,4.26,2,1,1,8,1,1,1,1,1,1,Premium
3300,2.05,2,1,1,3,0,0,0,1,1,1,Budget
6536,3.75,1,1,1,5,1,0,0,1,0,0,Standard
11401,0.97,1,1,1,9,1,1,0,1,1,1,Premium
3846,1.19,4,0,1,4,0,0,1,1,0,1,Budget
6621,1.1,3,1,1,5,0,1,1,1,0,0,Standard
9872,4.68,3,1,1,9,1,1,1,1,1,1,Premium
3666,4.31,2,0,1,5,0,0,0,0,1,1,Budget
5189,1.48,4,1,0,7,0,0,1,0,1,1,Standard
11944,1.69,3,1,1,8,1,1,1,1,1,0,Premium
4117,4.09,1,0,1,3,0,0,1,1,1,1,Budget
7524,4.35,4,0,1,5,0,1,0,0,1,0,Standard
9954,1.78,4,1,1,7,1,1,1,1,1,1,Premium
3058,4.61,1,0,1,5,0,1,0,0,0,1,Budget
7261,2.02,1,1,1,5,1,0,0,1,1,0,Standard
8481,2.18,4,1,1,8,1,1,1,1,1,1,Premium
4345,3.5,4,1,1,6,0,1,1,0,1,0,Budget
7221,3.15,1,1,0,5,0,0,1,0,1,1,Standard
11922,0.72,2,1,1,6,1,1,0,1,1,1,Premium
4961,0.59,4,0,1,3,0,0,1,0,1,1,Budget
5137,2.7,1,1,0,8,0,1,1,0,1,0,Standard
10019,3.12,3,1,1,9,1,1,1,1,1,0,Premium
3697,4.4,3,0,1,6,0,0,1,0,1,0,Budget
6585,1.12,3,1,1,5,1,0,1,1,1,0,Standard
8712,0.93,4,1,1,7,1,1,0,1,1,0,Premium
4154,4.76,1,1,1,3,0,1,1,1,0,1,Budget
5693,3.6,4,1,0,8,1,1,1,0,1,1,Standard
8831,4.93,3,1,1,7,1,1,0,1,1,1,Premium
3656,2.78,4,0,1,4,0,1,0,1,0,1,Budget
5932,4.96,1,0,0,5,1,0,0,1,0,1,Standard
8910,2.59,1,1,1,7,1,1,1,1,1,0,Premium
3540,2.71,1,0,1,4,0,1,0,0,1,1,Budget
6333,1.01,2,1,0,5,1,0,0,1,0,0,Standard
10206,2.87,1,1,1,7,1,1,0,1,1,0,Premium
3931,2.66,2,1,1,3,0,1,0,0,1,1,Budget
5823,3.36,3,1,1,6,1,0,1,0,0,1,Standard
9202,2.73,4,1,1,6,1,1,1,1,1,1,Premium
3853,3.17,4,1,1,5,0,0,0,1,1,1,Budget
6430,2.88,1,0,0,7,0,1,1,1,1,0,Standard
8492,4.45,3,1,1,7,1,1,0,1,1,1,Premium
3062,3.5,3,0,1,4,0,0,1,0,1,0,Budget
7902,1.51,3,0,1,7,1,1,0,0,1,1,Standard
11853,3.57,4,1,1,8,1,1,0,1,1,0,Premium
3459,4.93,1,1,1,3,0,1,1,1,1,0,Budget
5202,2.83,2,1,1,6,0,0,1,0,1,0,Standard
9395,0.71,4,1,1,8,1,1,0,1,1,0,Premium
4157,2.68,2,0,1,6,0,0,0,1,1,1,Budget
6948,2.94,2,0,1,5,1,1,1,0,1,1,Standard
11368,1.12,3,1,1,6,1,1,0,1,1,0,Premium
3044,0.66,4,1,1,6,0,0,0,1,0,1,Budget
5451,2.51,4,0,0,8,1,0,1,0,0,1,Standard
9120,2.72,3,1,1,7,1,1,0,1,1,0,Premium
4384,4.94,4,1,1,5,0,0,0,1,1,0,Budget
6295,2.54,3,0,0,7,1,0,1,1,1,0,Standard
11410,2.53,3,1,1,9,1,1,0,1,1,1,Premium
3061,2.62,1,0,1,6,0,1,1,1,0,1,Budget
7435,3.37,4,1,0,6,0,1,0,1,1,0,Standard
10122,1.9,1,1,1,6,1,1,0,1,1,1,Premium
4090,3.22,4,1,1,4,0,1,0,1,1,1,Budget
6467,1.98,3,1,1,5,1,1,1,0,0,0,Standard
10662,3.54,2,1,1,6,1,1,1,1,1,1,Premium
4822,2.71,4,1,1,6,0,1,1,0,0,1,Budget
5264,2.86,1,0,0,6,0,0,0,1,0,1,Standard
11693,4.42,1,1,1,7,1,1,1,1,1,0,Premium
4441,3.3,2,0,1,3,0,1,0,1,1,0,Budget
5185,2.15,3,1,0,7,0,1,0,0,0,1,Standard
10757,3.22,1,1,1,8,1,1,0,1,1,0,Premium
4523,4.32,2,0,1,3,0,1,1,0,0,1,Budget
5431,1.22,2,1,0,5,1,0,0,1,1,0,Standard
10199,3.08,2,1,1,6,1,1,1,1,1,1,Premium
4541,3.15,2,0,1,6,0,1,0,0,1,1,Budget
5199,4.69,4,1,0,6,1,0,0,0,1,1,Standard
8480,1.23,4,1,1,7,1,1,0,1,1,1,Premium
4800,1.12,4,0,1,4,0,1,0,1,1,1,Budget
6879,3.39,2,1,0,8,0,1,0,1,1,0,Standard
11115,4.34,4,1,1,7,1,1,0,1,1,0,Premium
3916,0.58,2,0,1,3,0,0,0,1,0,0,Budget
7742,4.85,4,1,0,7,1,0,1,0,1,1,Standard
8020,3.99,2,1,1,9,1,1,1,1,1,0,Premium
3650,1.43,2,1,1,3,0,0,0,1,1,0,Budget
6307,4.53,2,0,1,6,1,1,1,0,0,0,Standard
11455,4.09,3,1,1,6,1,1,1,1,1,1,Premium
3970,1.6,3,0,1,5,0,0,0,0,0,0,Budget
6339,2.22,2,1,0,6,1,0,1,0,0,1,Standard
9253,4.63,2,1,1,7,1,1,0,1,1,1,Premium
3723,3.35,2,0,1,4,0,0,0,0,0,1,Budget
5274,3.11,1,1,0,7,1,1,1,0,0,1,Standard
9110,1.16,2,1,1,9,1,1,1,1,1,0,Premium
4024,1.24,1,1,1,5,0,1,0,0,0,0,Budget
5483,1.16,2,0,0,5,1,1,0,1,0,0,Standard
10170,4.45,2,1,1,8,1,1,0,1,1,0,Premium
4762,3.73,1,1,1,3,0,0,0,0,1,0,Budget
6830,3.09,3,0,0,7,0,1,0,1,1,0,Standard
8444,3.07,2,1,1,9,1,1,1,1,1,1,Premium
3658,3.02,4,0,1,6,0,1,1,1,1,1,Budget
7664,2.01,2,1,1,8,0,0,0,0,1,0,Standard
10532,0.95,3,1,1,7,1,1,0,1,1,0,Premium
4651,4.18,3,0,1,6,0,1,0,1,1,1,Budget
5126,1.87,4,0,1,7,1,1,0,0,0,1,Standard
11236,1.37,1,1,1,7,1,1,0,1,1,1,Premium
3969,0.78,1,0,1,4,0,1,1,0,0,1,Budget
5303,4.7,4,1,0,8,1,0,1,1,0,0,Standard
8223,3.59,1,1,1,8,1,1,1,1,1,0,Premium
4902,3.8,3,0,1,6,0,1,1,1,0,0,Budget
5586,3.59,2,0,1,8,0,0,1,1,1,0,Standard
11467,1.97,4,1,1,9,1,1,1,1,1,0,Premium
3419,2.95,4,1,1,3,0,0,1,1,0,0,Budget
5755,4.84,2,0,1,5,0,0,0,0,0,0,Standard
8747,4.3,3,1,1,7,1,1,0,1,1,0,Premium
4744,4.01,3,0,1,6,0,1,1,0,0,1,Budget
7045,3.8,2,0,1,7,1,0,1,0,0,0,Standard
10802,1.74,3,1,1,6,1,1,1,1,1,1,Premium
3596,1.9,1,0,1,4,0,0,1,0,0,0,Budget
5422,2.63,2,0,0,8,1,1,0,1,0,0,Standard
8590,3.0,3,1,1,6,1,1,0,1,1,0,Premium
4099,4.39,2,1,1,3,0,0,0,1,1,0,Budget
7402,4.28,4,0,0,8,0,1,1,1,1,1,Standard
9540,2.85,4,1,1,9,1,1,0,1,1,0,Premium
4090,3.75,2,1,1,3,0,1,0,0,0,1,Budget
7175,4.14,2,1,0,7,0,1,0,1,1,1,Standard
11651,3.57,1,1,1,8,1,1,0,1,1,0,Premium
4552,3.28,2,0,1,4,0,1,0,0,0,0,Budget
6256,3.01,3,1,1,6,0,1,1,1,0,0,Standard
9920,3.62,2,1,1,9,1,1,1,1,1,0,Premium
4108,2.29,1,0,1,4,0,1,0,1,0,1,Budget
7628,3.79,1,1,1,8,0,0,0,0,1,0,Standard
11809,4.75,1,1,1,8,1,1,0,1,1,1,Premium
4835,4.64,1,0,1,3,0,1,0,0,0,0,Budget
6664,3.18,3,0,0,7,1,0,0,1,1,1,Standard
8238,4.54,2,1,1,9,1,1,0,1,1,1,Premium
3379,0.58,3,1,1,6,0,0,1,1,1,0,Budget
6041,2.62,4,0,1,8,1,1,1,0,0,0,Standard
8559,1.36,3,1,1,9,1,1,1,1,1,1,Premium
3695,3.25,4,0,1,4,0,1,0,1,0,1,Budget
7918,1.01,3,1,0,6,1,0,1,1,1,1,Standard
10599,4.52,4,1,1,7,1,1,0,1,1,0,Premium
3493,3.21,3,1,1,6,0,0,0,0,0,1,Budget
6910,3.99,1,1,0,5,1,1,0,1,0,0,Standard
10945,3.22,4,1,1,6,1,1,0,1,1,0,Premium
4675,2.38,4,0,1,5,0,1,0,0,0,1,Budget
7060,2.45,1,0,0,8,1,1,1,1,0,0,Standard
10388,1.52,3,1,1,8,1,1,1,1,1,0,Premium
4245,2.49,2,0,1,5,0,1,0,1,0,0,Budget
7765,3.65,3,0,0,7,1,0,0,0,0,0,Standard
9187,3.17,2,1,1,6,1,1,1,1,1,1,Premium
3022,1.61,3,1,1,4,0,0,1,1,0,1,Budget
5253,2.37,3,0,1,8,0,1,1,1,1,1,Standard
8216,4.17,3,1,1,8,1,1,0,1,1,0,Premium
3631,1.97,2,0,1,6,0,1,1,1,1,1,Budget
5195,2.57,2,1,1,5,0,1,1,1,1,1,Standard
11828,2.29,2,1,1,8,1,1,1,1,1,1,Premium
3851,1.06,3,1,1,6,0,0,0,1,0,0,Budget
7790,4.1,2,0,0,6,0,1,1,1,1,1,Standard
8129,4.49,1,1,1,7,1,1,0,1,1,0,Premium
3401,0.61,1,0,1,5,0,1,0,1,1,0,Budget
6548,1.51,4,0,0,7,1,0,0,1,1,1,Standard
11122,3.54,3,1,1,6,1,1,0,1,1,0,Premium
3451,4.71,1,0,1,5,0,0,0,1,1,1,Budget
6262,1.41,2,0,0,5,0,1,1,0,1,1,Standard
10213,4.68,2,1,1,8,1,1,0,1,1,1,Premium
3790,3.68,2,1,1,3,0,1,0,1,1,0,Budget
5867,1.34,2,1,1,5,0,1,1,1,1,0,Standard
10958,3.35,3,1,1,6,1,1,0,1,1,0,Premium
3945,0.72,3,1,1,4,0,1,1,1,0,1,Budget
5556,4.92,2,1,0,8,1,0,0,0,1,1,Standard
9929,3.12,3,1,1,8,1,1,0,1,1,1,Premium
4520,1.92,4,0,1,6,0,0,1,0,0,0,Budget
6617,4.46,4,1,0,7,1,0,0,0,1,0,Standard
9246,3.05,2,1,1,6,1,1,1,1,1,1,Premium
3855,3.69,3,0,1,6,0,1,1,0,1,1,Budget
5179,3.41,2,1,1,8,0,1,1,0,1,0,Standard
10101,3.98,4,1,1,6,1,1,1,1,1,0,Premium
3518,4.3,1,1,1,5,0,0,1,1,1,0,Budget
5160,0.82,3,0,0,6,0,0,0,0,1,1,Standard
11697,1.66,4,1,1,6,1,1,0,1,1,0,Premium
4750,0.73,1,0,1,4,0,1,1,0,0,1,Budget
5072,3.52,2,0,0,6,0,1,1,1,0,0,Standard
9121,0.67,1,1,1,8,1,1,0,1,1,1,Premium
4492,3.37,1,0,1,4,0,0,0,0,1,0,Budget
5482,4.6,4,1,0,7,1,1,1,0,1,1,Standard
10233,0.93,2,1,1,7,1,1,0,1,1,1,Premium
4202,1.63,2,1,1,4,0,0,0,0,0,1,Budget
7223,1.84,1,0,0,8,1,1,1,1,0,0,Standard
8705,4.98,2,1,1,9,1,1,1,1,1,1,Premium
3835,1.57,1,1,1,3,0,1,0,1,0,0,Budget
6914,4.16,4,0,0,5,0,0,0,1,0,1,Standard
9724,0.55,4,1,1,6,1,1,1,1,1,1,Premium
3388,1.72,2,0,1,5,0,1,0,1,0,0,Budget
5983,3.22,3,1,0,5,0,0,1,0,1,0,Standard
8022,1.89,4,1,1,6,1,1,1,1,1,1,Premium
4329,4.56,2,1,1,3,0,0,0,1,0,1,Budget
6980,5.0,1,1,0,7,1,0,1,0,1,1,Standard
8974,4.52,2,1,1,6,1,1,0,1,1,1,Premium
4604,3.29,1,0,1,4,0,0,1,0,0,1,Budget
7873,3.05,3,0,1,5,0,0,0,0,0,1,Standard
10676,4.34,4,1,1,6,1,1,0,1,1,0,Premium
3834,2.35,2,1,1,5,0,0,0,1,0,1,Budget
7155,1.51,4,1,1,8,0,1,1,0,0,1,Standard
11916,4.27,1,1,1,8,1,1,0,1,1,1,Premium
3391,3.86,2,1,1,6,0,0,0,1,0,0,Budget
6535,4.3,4,0,0,8,0,1,1,0,0,1,Standard
11568,2.89,3,1,1,9,1,1,0,1,1,0,Premium
3076,1.26,4,1,1,3,0,0,0,0,1,1,Budget
6965,4.78,4,1,1,5,1,1,1,1,0,0,Standard
9034,0.52,3,1,1,6,1,1,0,1,1,1,Premium
3905,2.06,1,1,1,3,0,0,0,0,0,0,Budget
6113,3.31,4,1,1,6,1,0,0,1,0,1,Standard
9021,1.03,2,1,1,6,1,1,1,1,1,0,Premium
4010,0.87,3,0,1,5,0,1,1,1,1,1,Budget
7634,1.17,4,1,0,6,1,0,0,1,0,0,Standard
11118,1.61,4,1,1,8,1,1,0,1,1,0,Premium
3345,1.68,2,1,1,4,0,0,0,0,1,0,Budget
7120,1.35,4,1,1,7,0,1,1,1,1,0,Standard
10256,0.98,1,1,1,7,1,1,0,1,1,1,Premium
4238,0.92,4,0,1,6,0,0,1,1,1,0,Budget
7449,3.83,1,1,0,8,1,0,0,1,0,0,Standard
10804,4.57,3,1,1,7,1,1,0,1,1,1,Premium
4370,3.44,2,0,1,3,0,0,0,0,1,1,Budget
7475,1.51,4,0,1,7,0,0,0,0,0,1,Standard
9249,4.75,3,1,1,6,1,1,0,1,1,0,Premium
3592,0.77,4,1,1,6,0,1,0,0,0,1,Budget
7360,4.64,2,1,0,5,1,1,1,1,1,1,Standard
11533,4.6,1,1,1,8,1,1,0,1,1,1,Premium
4867,4.73,2,1,1,4,0,1,0,1,1,0,Budget
6612,2.48,2,1,0,5,1,0,0,1,1,0,Standard
9162,3.27,4,1,1,9,1,1,0,1,1,0,Premium
4223,0.78,2,0,1,3,0,0,1,1,1,1,Budget
7596,3.06,3,0,1,5,1,0,1,0,0,1,Standard
10199,1.1,4,1,1,6,1,1,1,1,1,1,Premium
4563,1.57,1,0,1,3,0,0,0,1,0,1,Budget
5865,4.72,4,0,0,6,1,0,1,0,0,0,Standard
10057,1.48,2,1,1,9,1,1,1,1,1,0,Premium
4987,4.38,1,0,1,3,0,1,0,1,0,1,Budget
6316,4.18,3,1,1,6,1,0,1,1,0,1,Standard
11957,3.78,4,1,1,9,1,1,0,1,1,1,Premium
4441,2.32,4,0,1,5,0,0,1,1,1,0,Budget
6109,0.67,1,0,0,8,0,0,1,0,0,1,Standard
10769,2.81,4,1,1,8,1,1,0,1,1,0,Premium
4711,2.26,4,1,1,5,0,1,0,0,0,0,Budget
6041,1.59,3,1,1,5,1,0,0,0,1,0,Standard
8836,0.56,3,1,1,6,1,1,1,1,1,0,Premium
4205,2.82,1,0,1,6,0,1,1,0,0,1,Budget
6851,2.24,3,0,1,5,0,0,1,0,1,0,Standard
8987,2.5,2,1,1,7,1,1,1,1,1,1,Premium
4888,3.76,2,1,1,3,0,1,1,1,0,1,Budget
7606,1.49,3,0,0,7,0,1,1,0,0,1,Standard
10186,2.32,4,1,1,7,1,1,0,1,1,1,Premium
3516,3.75,3,1,1,3,0,1,1,1,0,1,Budget
6497,1.53,4,1,0,8,0,0,0,1,1,0,Standard
10728,2.63,4,1,1,9,1,1,0,1,1,0,Premium
3182,4.82,3,1,1,3,0,1,1,1,1,0,Budget
7675,3.87,1,1,0,5,1,0,0,0,0,0,Standard
10921,3.06,2,1,1,8,1,1,0,1,1,1,Premium
3239,1.31,4,1,1,6,0,1,1,1,1,0,Budget
5848,2.16,2,1,1,8,0,1,1,0,1,1,Standard
10479,4.7,1,1,1,7,1,1,0,1,1,1,Premium
4141,2.81,2,0,1,6,0,0,1,1,1,1,Budget
6453,2.16,1,0,1,5,1,0,1,1,1,1,Standard
9228,2.21,3,1,1,6,1,1,1,1,1,1,Premium
4172,3.8,2,0,1,3,0,1,1,1,0,0,Budget
7493,4.72,1,0,1,7,0,0,0,1,0,0,Standard
9521,2.33,2,1,1,8,1,1,1,1,1,1,Premium
3125,4.23,4,0,1,4,0,1,1,1,0,0,Budget
6116,4.54,3,0,0,6,0,0,0,1,0,0,Standard
9107,4.71,2,1,1,8,1,1,1,1,1,0,Premium
4695,4.64,1,1,1,6,0,0,1,1,1,1,Budget
5728,0.97,2,1,1,8,1,1,1,1,1,0,Standard
10732,0.93,4,1,1,8,1,1,0,1,1,0,Premium
3553,4.0,3,1,1,4,0,1,0,0,1,1,Budget
6016,2.61,2,0,1,5,0,0,1,1,1,0,Standard
11763,4.71,4,1,1,8,1,1,1,1,1,0,Premium
4001,3.21,2,1,1,4,0,1,1,0,1,1,Budget
6708,2.2,1,0,1,8,1,0,1,0,0,1,Standard
11361,2.16,1,1,1,8,1,1,0,1,1,0,Premium
4506,1.44,2,1,1,4,0,1,1,1,0,1,Budget
6892,0.71,3,0,1,8,0,1,0,1,0,1,Standard
10591,4.52,3,1,1,9,1,1,0,1,1,0,Premium
3255,1.19,2,0,1,3,0,0,0,0,1,1,Budget
7372,4.19,4,1,0,6,1,1,1,1,0,1,Standard
10725,2.7,3,1,1,9,1,1,0,1,1,0,Premium
4979,3.2,3,1,1,4,0,0,1,1,1,0,Budget
5939,4.76,2,0,1,5,1,0,0,0,1,1,Standard
10248,4.39,2,1,1,6,1,1,0,1,1,0,Premium
3819,1.88,2,0,1,6,0,0,1,0,0,0,Budget
5607,1.3,1,0,1,5,0,1,0,0,1,0,Standard
11710,3.13,4,1,1,8,1,1,1,1,1,1,Premium
4052,4.51,3,1,1,3,0,1,0,0,0,1,Budget
7653,4.06,2,0,0,7,0,0,1,1,1,1,Standard
8965,2.38,1,1,1,6,1,1,1,1,1,0,Premium
3659,4.06,3,0,1,3,0,0,0,1,0,0,Budget
6781,4.22,1,1,0,5,1,1,1,0,1,0,Standard
10458,3.94,3,1,1,8,1,1,1,1,1,0,Premium
4109,2.52,2,1,1,4,0,0,1,0,1,1,Budget
7203,1.72,4,1,1,5,0,0,0,0,1,1,Standard
11737,1.95,4,1,1,7,1,1,0,1,1,0,Premium
3155,3.8,2,0,1,6,0,1,0,1,0,0,Budget
5536,3.48,4,1,0,6,1,1,0,1,1,0,Standard
8995,2.22,4,1,1,7,1,1,1,1,1,1,Premium
4808,1.26,2,1,1,5,0,0,0,0,0,1,Budget
5865,3.83,1,0,1,5,0,1,1,0,1,1,Standard
9132,3.52,2,1,1,6,1,1,1,1,1,0,Premium
4677,2.35,1,0,1,6,0,1,1,1,1,1,Budget
6359,4.33,2,1,0,8,0,1,1,1,1,1,Standard
8208,1.2,3,1,1,6,1,1,0,1,1,1,Premium
3346,3.64,1,1,1,6,0,0,0,0,1,1,Budget
7926,2.16,3,0,0,5,1,1,0,0,1,0,Standard
8410,1.63,3,1,1,7,1,1,1,1,1,1,Premium
3092,1.3,3,1,1,3,0,1,0,1,1,0,Budget
5720,0.53,2,1,1,7,1,1,0,0,1,1,Standard
9987,1.15,1,1,1,7,1,1,0,1,1,1,Premium
4325,3.65,1,1,1,6,0,1,1,1,0,1,Budget
7775,3.38,1,0,1,8,1,1,0,1,1,1,Standard
10763,1.96,4,1,1,7,1,1,0,1,1,1,Premium
4056,4.23,2,1,1,3,0,1,0,0,1,0,Budget
7484,1.45,1,1,1,6,0,1,1,1,0,1,Standard
8833,2.43,3,1,1,9,1,1,0,1,1,0,Premium
3443,2.15,2,1,1,5,0,0,0,1,0,1,Budget
5575,1.48,1,1,1,5,0,1,0,1,1,0,Standard
9415,1.52,3,1,1,8,1,1,0,1,1,0,Premium
3897,4.85,2,1,1,3,0,1,1,1,0,0,Budget
5624,3.11,1,0,1,8,0,1,1,0,0,1,Standard
10281,1.83,3,1,1,9,1,1,1,1,1,1,Premium
4800,3.74,4,1,1,3,0,1,0,1,1,1,Budget
7518,4.21,4,1,1,7,1,0,0,0,0,1,Standard
8160,0.75,2,1,1,8,1,1,1,1,1,0,Premium
3130,4.24,1,1,1,4,0,1,1,0,0,0,Budget
5014,0.52,1,1,0,5,1,0,1,0,1,0,Standard
10861,1.08,3,1,1,9,1,1,0,1,1,0,Premium
4785,1.14,3,0,1,4,0,0,0,0,0,1,Budget
7099,3.07,4,0,1,6,1,0,1,1,1,1,Standard
9295,2.95,1,1,1,7,1,1,0,1,1,0,Premium
3989,2.12,1,1,1,5,0,0,1,0,1,1,Budget
5831,1.0,4,1,0,7,0,0,0,1,1,1,Standard
10773,3.32,2,1,1,6,1,1,1,1,1,1,Premium
4866,4.33,4,0,1,4,0,0,0,1,0,1,Budget
7436,1.8,1,0,1,6,0,1,0,0,0,0,Standard
8715,1.19,1,1,1,9,1,1,0,1,1,1,Premium
3708,1.58,2,0,1,6,0,1,0,1,0,0,Budget
6089,2.54,2,1,1,6,1,1,0,1,1,0,Standard
8599,0.68,4,1,1,9,1,1,1,1,1,1,Premium
4000,3.28,2,1,1,3,0,0,0,0,1,1,Budget
7397,4.77,3,1,1,7,1,0,1,0,1,0,Standard
10778,3.51,1,1,1,8,1,1,1,1,1,1,Premium
4572,0.68,3,1,1,4,0,1,1,0,1,1,Budget
7012,3.53,2,0,1,7,1,1,0,1,1,0,Standard
11810,4.28,1,1,1,9,1,1,1,1,1,0,Premium
3378,1.89,4,1,1,5,0,0,1,1,0,0,Budget
7612,4.4,2,0,0,5,1,0,0,1,1,0,Standard
10985,4.66,2,1,1,8,1,1,1,1,1,1,Premium
3659,3.3,3,1,1,3,0,0,0,0,1,0,Budget
7275,4.13,2,1,1,8,1,1,1,0,1,1,Standard
9587,3.98,3,1,1,6,1,1,0,1,1,1,Premium
4139,1.78,4,1,1,3,0,0,1,0,1,1,Budget
5708,0.77,4,0,1,8,0,0,1,1,0,0,Standard
11227,3.99,2,1,1,6,1,1,0,1,1,1,Premium
4301,4.11,4,0,1,3,0,1,1,1,1,1,Budget
7051,0.81,2,1,1,7,1,0,1,0,0,0,Standard
8286,0.96,4,1,1,6,1,1,0,1,1,0,Premium
4729,3.67,2,0,1,4,0,0,0,1,1,1,Budget
7892,1.46,3,0,1,7,1,0,1,0,0,1,Standard
9212,3.22,2,1,1,7,1,1,1,1,1,1,Premium
4145,2.24,3,0,1,3,0,0,0,1,1,1,Budget
5872,4.94,4,0,1,7,0,1,1,0,0,0,Standard
11519,3.5,1,1,1,6,1,1,0,1,1,0,Premium
3486,1.28,3,0,1,4,0,1,0,1,1,1,Budget
5438,0.71,1,0,0,8,0,1,1,1,0,0,Standard
8546,2.96,4,1,1,7,1,1,1,1,1,1,Premium
4354,3.87,4,0,1,6,0,0,1,0,0,1,Budget
6763,1.2,2,1,0,5,0,0,0,0,0,1,Standard
10859,2.68,1,1,1,8,1,1,0,1,1,0,Premium
3111,2.32,4,0,1,5,0,1,0,0,1,1,Budget
5382,1.25,2,1,1,6,0,1,0,0,1,1,Standard
9307,3.24,2,1,1,8,1,1,0,1,1,1,Premium
4606,0.55,3,0,1,6,0,0,1,0,0,0,Budget
5170,4.42,1,1,0,8,1,0,0,0,0,1,Standard
11016,2.53,3,1,1,9,1,1,1,1,1,0,Premium
3648,2.4,4,1,1,6,0,0,0,0,0,1,Budget
7110,4.25,1,0,0,8,1,0,0,0,0,1,Standard
9812,3.46,1,1,1,6,1,1,0,1,1,1,Premium
3310,3.38,3,1,1,5,0,1,0,1,0,0,Budget
7574,2.63,4,0,0,7,0,1,0,0,0,1,Standard
9123,3.84,2,1,1,6,1,1,1,1,1,0,Premium
4333,3.29,4,0,1,4,0,1,0,1,0,0,Budget
7807,1.33,1,0,0,7,1,1,0,0,1,0,Standard
11203,2.03,4,1,1,8,1,1,1,1,1,1,Premium
4612,2.75,3,1,1,3,0,0,1,0,1,0,Budget
5718,1.18,4,0,0,8,1,1,1,0,1,0,Standard
8849,3.04,1,1,1,9,1,1,1,1,1,1,Premium
3449,1.44,3,1,1,4,0,0,1,0,0,0,Budget
6667,0.58,1,0,0,6,1,1,0,0,0,1,Standard
11437,2.61,4,1,1,7,1,1,0,1,1,0,Premium
4759,0.76,2,1,1,4,0,0,0,1,0,1,Budget
7330,2.19,1,0,1,5,0,1,0,1,0,1,Standard
10662,1.78,2,1,1,8,1,1,0,1,1,1,Premium
3448,0.97,4,0,1,3,0,0,1,1,0,1,Budget
5354,1.29,2,0,1,6,0,1,0,1,0,1,Standard
8100,0.96,1,1,1,8,1,1,0,1,1,0,Premium
3312,1.16,4,1,1,4,0,1,1,0,0,1,Budget
7294,1.17,1,0,0,7,1,0,1,0,1,1,Standard
10309,3.67,3,1,1,8,1,1,0,1,1,1,Premium
3382,3.04,2,1,1,6,0,0,0,0,1,0,Budget
6298,3.28,3,1,1,7,0,0,1,0,0,0,Standard
10826,2.56,1,1,1,8,1,1,0,1,1,1,Premium
3355,2.48,3,1,1,3,0,0,1,1,0,1,Budget
6912,2.55,3,0,1,6,1,1,0,1,0,1,Standard
9673,1.91,1,1,1,7,1,1,1,1,1,1,Premium
4339,1.65,4,0,1,4,0,1,1,0,0,1,Budget
5499,2.7,4,1,0,5,0,0,1,1,0,0,Standard
8266,4.27,4,1,1,9,1,1,1,1,1,0,Premium
4382,2.27,2,0,1,3,0,0,1,1,1,0,Budget
6899,1.02,1,1,1,7,1,0,0,0,1,1,Standard
9424,2.58,3,1,1,6,1,1,1,1,1,1,Premium
3199,3.48,2,1,1,5,0,1,1,1,1,1,Budget
5173,1.03,2,1,0,8,0,1,0,1,1,0,Standard
8131,2.25,2,1,1,7,1,1,1,1,1,0,Premium
3766,3.95,4,1,1,6,0,1,0,0,1,1,Budget
